Seconds,Orders Completed,Shipments Unloaded,Storages Used
0,0,0,2
1,0,0,2
2,0,0,3
3,0,0,3
4,0,0,5
5,0,0,5
6,0,0,5
7,0,0,6
8,0,0,6
9,0,0,7
10,0,2,7
11,0,2,8
12,0,2,9
13,0,2,9
14,0,2,11
15,0,2,11
16,0,2,13
17,0,2,13
18,0,2,14
19,0,2,16
20,0,2,16
21,0,2,17
22,0,2,18
23,0,2,19
24,0,2,20
25,0,3,20
26,0,3,21
27,0,4,22
28,0,4,22
29,0,4,24
30,0,4,24
31,0,4,26
32,0,4,26
33,0,4,27
34,0,4,28
35,0,4,29
36,1,4,28
37,1,4,30
38,1,4,30
39,1,4,31
40,1,4,32
41,1,4,32
42,1,4,33
43,1,5,34
44,1,5,34
45,1,6,35
46,1,6,36
47,1,6,36
48,1,7,36
49,1,7,37
50,1,7,38
51,1,7,39
52,1,7,41
53,1,7,41
54,1,7,41
55,1,7,41
56,2,7,42
57,2,7,43
58,2,7,43
59,2,7,45
60,2,9,45
61,2,9,45
62,2,9,47
63,2,9,48
64,2,9,49
65,2,9,50
66,2,9,50
67,3,9,50
68,3,9,51
69,3,9,51
70,3,9,52
71,3,9,53
72,3,9,53
73,3,9,54
74,3,10,54
75,3,10,55
76,3,10,56
77,3,10,56
78,3,11,57
79,3,11,57
80,3,11,58
81,4,11,57
82,4,11,58
83,4,11,59
84,4,11,59
85,5,11,60
86,5,11,61
87,5,11,62
88,5,11,62
89,5,12,63
90,5,12,64
91,5,12,64
92,5,13,65
93,5,13,65
94,5,13,66
95,5,13,66
96,5,13,67
97,5,13,67
98,5,13,67
99,5,13,68
100,5,13,69
101,6,13,68
102,7,13,69
103,7,13,69
104,7,13,71
105,7,13,71
106,7,15,71
107,7,15,71
108,7,15,73
109,7,15,73
110,7,15,74
111,7,15,75
112,7,15,75
113,7,15,74
114,7,15,74
115,7,15,74
116,8,15,74
117,8,15,74
118,9,15,74
119,9,15,75
120,9,15,75
121,9,15,77
122,9,16,77
123,9,17,77
124,9,17,79
125,9,17,79
126,9,17,80
127,9,17,80
128,9,17,80
129,9,17,80
130,10,17,80
131,10,17,80
132,10,18,79
133,10,18,80
134,10,18,79
135,11,18,81
136,11,18,82
137,11,18,82
138,11,18,82
139,11,18,84
140,11,19,84
141,11,19,83
142,11,19,84
143,12,19,83
144,12,20,84
145,12,20,84
146,12,20,84
147,12,20,85
148,12,20,85
149,12,20,85
150,13,20,86
151,13,20,86
152,13,20,87
153,13,20,88
154,13,21,87
155,13,21,88
156,13,21,88
157,13,21,88
158,13,21,89
159,14,21,89
160,14,21,89
161,14,21,90
162,14,21,90
163,14,21,91
164,14,21,92
165,14,21,92
166,14,21,92
167,15,21,93
168,15,22,93
169,15,22,94
170,15,22,94
171,15,22,93
172,15,22,94
173,15,22,94
174,16,22,95
175,16,22,95
176,16,22,95
177,16,22,97
178,16,23,97
179,16,24,96
180,16,24,97
181,16,24,97
182,16,24,97
183,17,24,97
184,17,25,98
185,17,25,97
186,17,25,98
187,17,25,99
188,18,25,99
189,18,25,99
190,18,25,100
191,18,25,102
192,18,25,102
193,18,25,102
194,18,25,103
195,18,25,103
196,18,25,102
197,18,25,104
198,18,25,104
199,19,26,103
200,19,26,103
201,19,26,104
202,19,26,104
203,19,26,103
204,20,26,103
205,20,27,104
206,20,27,104
207,20,27,105
208,20,27,106
209,20,27,106
210,20,27,107
211,20,27,107
212,20,27,107
213,20,27,109
214,20,27,109
215,21,27,108
216,21,27,109
217,21,27,109
218,22,28,108
219,22,28,109
220,22,28,109
221,22,28,109
