Seconds,Orders Completed,Shipments Unloaded,Storages Used
0,0,0,1
1,0,0,2
2,0,0,2
3,1,0,3
4,1,0,4
5,1,2,6
6,1,2,9
7,1,3,13
8,1,3,13
9,1,4,17
10,2,4,18
11,2,4,21
12,2,4,24
13,2,5,26
14,2,5,29
15,2,5,30
16,2,5,29
17,2,5,28
18,3,5,30
19,3,5,32
20,3,6,36
21,3,7,36
22,3,7,36
23,4,7,35
24,4,7,35
25,4,8,37
26,4,8,38
27,4,9,43
28,4,9,44
29,4,9,46
30,4,9,46
31,4,9,44
32,5,9,46
33,5,10,47
34,5,10,49
35,5,10,50
36,5,10,50
37,5,11,50
38,5,11,51
39,6,11,51
40,6,11,52
41,6,11,55
42,6,11,57
43,6,11,59
44,6,12,59
45,6,13,59
46,7,13,60
47,7,14,60
48,7,14,62
49,7,14,63
50,7,14,64
51,7,14,64
52,7,14,64
53,8,14,64
54,8,14,66
55,8,15,67
56,8,15,70
57,8,15,71
58,8,15,70
59,8,15,70
60,8,15,70
61,9,15,70
62,9,15,73
63,9,17,74
64,9,17,77
65,9,17,77
66,9,17,78
67,10,17,76
68,10,18,76
69,10,18,77
70,10,18,79
71,10,18,81
72,10,18,82
73,10,18,81
74,11,18,80
75,11,19,80
76,11,19,81
77,11,19,85
78,11,19,86
79,11,19,86
80,12,20,84
81,12,20,84
82,12,20,85
83,12,20,87
84,12,20,89
85,12,20,91
86,12,21,91
87,12,21,90
88,13,21,90
89,13,21,90
90,13,21,91
91,13,22,92
92,13,22,92
93,13,22,94
94,13,22,94
95,14,22,93
96,14,22,93
97,14,22,94
98,14,23,94
99,14,23,95
100,14,23,97
101,14,23,97
102,15,23,98
103,15,24,100
104,15,24,100
105,15,24,103
106,15,24,103
107,15,24,104
108,15,24,104
109,15,24,104
110,16,25,106
111,16,26,107
112,16,26,108
113,16,26,109
114,16,26,109
115,16,26,109
116,17,26,109
117,17,26,111
118,17,26,111
119,17,26,113
120,17,27,116
121,17,27,116
122,18,27,114
123,18,27,115
124,18,28,116
125,18,29,116
126,18,29,119
127,18,29,121
128,18,29,121
129,19,29,119
130,19,29,119
131,19,29,120
132,19,29,123
133,19,29,123
134,19,29,124
135,20,29,122
136,20,29,122
