Seconds,Orders Completed,Shipments Unloaded,Storages Used
0,0,0,1
1,0,0,3
2,1,0,4
3,2,1,5
4,2,2,7
5,2,3,11
6,2,3,12
7,2,4,16
8,2,4,19
9,2,5,23
10,2,6,27
11,2,6,29
12,2,6,33
13,2,7,35
14,2,7,35
15,2,7,32
16,2,7,33
17,3,7,32
18,4,7,33
19,4,7,34
20,4,8,38
21,4,9,41
22,4,10,45
23,4,10,48
24,4,11,48
25,4,11,50
26,4,11,56
27,4,11,58
28,4,11,58
29,4,11,57
30,4,11,56
31,5,11,54
32,6,11,55
33,6,12,55
34,6,13,57
35,6,13,58
36,6,13,63
37,6,13,65
38,6,14,67
39,6,15,69
40,6,15,72
41,6,15,74
42,6,16,75
43,6,16,75
44,6,16,74
45,7,16,73
46,7,16,72
47,8,16,72
48,8,16,75
49,8,16,78
50,8,17,81
51,8,17,82
52,8,18,84
53,8,18,87
54,8,18,87
55,8,19,90
56,8,19,92
57,8,19,91
58,8,19,91
59,10,20,89
60,10,20,89
61,10,20,90
62,10,20,93
63,10,20,95
64,10,21,97
65,10,21,98
66,10,21,101
67,10,22,103
68,10,22,104
69,10,22,106
70,10,22,106
71,10,22,106
72,11,23,107
73,11,24,107
74,11,24,107
75,12,24,108
76,12,24,108
77,12,25,111
78,12,25,113
79,12,25,116
80,12,25,118
81,12,26,118
82,12,26,120
83,12,26,121
84,12,26,123
85,12,26,125
86,12,26,123
87,13,26,121
88,14,26,121
89,14,27,121
90,14,27,122
91,14,28,124
92,14,28,127
93,14,29,128
94,14,29,129
95,14,29,131
96,14,29,133
97,14,29,136
98,14,29,137
99,14,29,137
100,14,29,137
101,14,29,135
102,16,30,133
103,16,30,134
104,16,31,135
105,16,31,136
106,16,31,141
107,16,32,143
108,16,32,143
109,16,32,145
110,16,32,146
111,16,32,149
112,16,32,151
113,16,32,153
114,16,32,151
115,17,32,148
116,17,32,148
117,18,32,148
118,18,32,148
119,18,34,148
120,18,35,149
121,18,35,151
122,18,35,153
123,18,35,155
124,18,35,158
125,18,35,159
126,18,35,159
127,18,35,159
128,18,35,159
129,19,35,159
130,19,35,158
131,20,35,160
132,20,35,160
133,20,36,160
134,20,37,161
135,20,38,163
136,20,38,166
137,20,38,167
138,20,38,169
139,20,38,170
140,20,39,172
141,20,39,172
142,21,39,171
143,21,39,170
144,21,39,170
145,21,39,170
146,22,39,170
147,22,39,171
148,22,40,173
149,22,40,175
150,22,40,177
151,22,40,179
152,22,40,180
153,22,41,180
154,22,41,180
155,23,41,182
156,23,41,182
157,23,41,182
158,23,41,183
159,23,42,183
160,24,43,185
161,24,43,185
162,24,43,187
163,24,44,188
164,24,44,190
165,24,44,191
166,24,44,193
167,24,44,193
168,24,44,195
169,25,44,195
170,25,44,195
171,25,44,196
172,25,45,196
173,25,45,197
174,26,46,198
175,26,46,199
176,26,46,200
177,26,47,200
178,26,47,204
179,26,47,207
180,26,48,207
181,26,48,207
182,27,48,206
183,27,48,208
184,27,48,209
185,27,48,210
186,27,48,210
187,28,48,210
188,28,48,212
189,28,48,212
190,28,48,215
191,28,49,216
192,28,49,216
193,28,51,217
194,28,51,218
195,28,51,217
196,29,51,218
197,29,51,220
198,29,52,222
199,29,52,223
200,30,52,224
201,30,52,224
202,30,52,224
203,30,53,224
204,30,53,226
205,30,53,229
206,30,53,231
207,30,53,231
208,30,53,231
209,31,54,231
210,31,54,231
211,31,55,232
212,31,55,232
213,31,55,234
214,31,55,235
215,31,55,236
216,32,55,236
217,32,55,237
218,32,55,237
219,32,55,239
220,32,55,242
221,32,55,243
222,32,55,243
223,33,55,242
224,33,55,242
225,33,56,243
226,33,58,244
227,33,58,244
228,33,58,244
229,33,58,246
230,34,58,247
231,34,58,247
232,34,58,249
233,34,59,250
234,34,59,251
235,34,59,250
236,34,59,251
237,35,59,252
238,35,59,252
239,35,59,255
240,35,60,256
241,35,60,257
242,35,60,256
243,35,60,259
244,35,60,261
245,35,61,261
246,36,61,262
247,36,61,262
248,36,61,262
249,36,63,263
250,36,63,267
251,36,63,267
252,36,63,266
253,37,63,266
254,37,63,267
255,37,63,268
256,37,63,270
257,37,64,271
258,37,64,273
259,37,64,273
260,38,64,272
261,38,64,272
262,38,64,273
263,38,64,275
264,38,64,276
265,38,64,276
266,38,64,276
267,39,65,276
268,39,66,277
269,39,66,278
270,39,67,279
271,39,67,280
272,39,67,281
273,40,67,282
274,40,67,282
275,40,67,283
276,40,67,285
277,40,67,286
278,40,67,287
279,40,67,289
280,41,67,290
281,41,68,291
282,41,69,291
283,41,70,293
284,41,70,293
285,42,70,292
286,42,70,292
287,42,70,295
288,42,70,295
289,42,70,295
290,42,71,297
291,42,71,298
292,42,71,300
293,42,71,300
294,43,71,299
295,43,71,301
296,43,71,302
297,43,71,303
298,43,71,303
299,43,71,303
300,44,71,305
301,44,72,306
302,44,73,306
303,44,74,306
304,44,74,306
305,44,74,308
306,44,74,309
307,44,74,310
308,44,74,311
309,45,74,311
310,45,74,312
311,45,75,312
312,45,75,312
313,45,75,313
314,46,75,314
315,46,75,316
316,46,75,317
317,46,76,317
318,46,76,318
319,46,76,320
320,46,76,322
321,46,76,323
322,46,76,323
323,47,77,323
324,47,78,323
325,47,78,323
326,47,78,325
327,47,78,325
328,48,78,327
329,48,79,327
330,48,79,328
331,48,79,328
332,48,79,328
333,48,79,330
334,48,79,332
335,48,79,334
336,48,79,334
337,48,79,334
338,48,79,334
339,49,80,334
340,49,80,332
341,50,80,333
342,50,80,334
343,50,81,335
344,50,81,335
345,50,81,335
346,50,81,338
347,50,81,339
348,50,81,341
349,50,81,343
350,50,81,343
351,50,81,341
352,50,81,341
353,50,81,341
354,52,81,340
355,52,81,342
356,52,83,342
357,52,84,343
358,52,84,343
359,52,84,343
360,52,84,344
361,52,84,346
362,52,84,347
363,52,84,350
364,52,84,352
365,52,84,351
366,53,84,348
367,54,84,346
368,54,84,348
369,54,85,348
370,54,85,350
371,54,85,352
372,54,85,354
373,54,85,355
374,54,86,355
375,54,86,358
376,54,86,359
377,54,86,359
378,54,87,361
379,54,88,361
380,54,88,361
381,56,88,359
382,56,88,361
383,56,88,361
384,56,88,362
385,56,88,364
386,56,88,366
387,56,88,368
388,56,89,369
389,56,90,370
390,56,90,370
391,56,91,370
392,56,91,370
393,56,91,373
394,56,91,376
395,56,91,377
396,56,91,375
397,57,91,373
398,58,91,373
399,58,91,373
400,58,92,373
401,58,92,373
402,58,92,376
403,58,92,378
404,58,92,379
405,58,92,381
406,58,93,381
407,58,93,382
408,58,93,384
409,58,93,385
410,58,93,386
411,58,93,386
412,59,93,385
413,59,93,383
414,60,93,383
415,60,93,385
416,60,94,386
417,60,94,386
418,60,94,389
419,60,95,389
420,60,95,391
421,60,96,392
422,60,96,395
423,60,96,396
424,61,96,396
425,61,96,395
426,61,96,394
427,61,96,394
428,62,96,394
429,62,96,394
430,62,97,396
431,62,98,396
432,62,98,399
433,62,98,400
434,62,98,401
435,62,98,402
436,62,98,403
437,62,98,403
438,63,98,404
439,63,98,404
440,63,98,403
441,64,98,405
442,64,98,405
443,64,99,405
444,64,100,405
445,64,100,407
446,64,100,408
447,64,100,410
448,64,101,412
449,64,101,413
450,64,101,413
451,64,101,413
452,65,101,412
453,65,101,412
454,66,101,411
455,66,101,412
456,66,102,412
457,66,102,413
458,66,102,415
459,66,102,415
460,66,102,416
461,66,103,419
462,66,103,421
463,66,103,422
464,66,103,422
465,67,103,420
466,68,103,419
467,68,103,420
468,68,104,420
469,68,104,421
470,68,104,424
471,68,104,424
472,68,104,425
473,68,106,428
474,68,106,429
475,68,106,430
476,68,106,430
477,68,106,428
478,69,106,430
479,69,106,430
480,69,106,430
481,70,106,430
482,70,107,430
483,70,107,431
484,70,107,432
485,70,107,434
486,70,107,437
487,70,108,437
488,70,108,438
489,70,108,438
490,70,108,438
491,71,108,438
492,71,108,441
493,71,108,441
494,71,108,440
495,72,108,440
496,72,108,442
497,72,109,442
